OBJECTID,ORIGINL_RM,REPORT_NUM,REPORT_NAM,SCALE,DATE,MAPUNITNOM,MUNOM1,SOIL_CODE1,SOILNAME1,VARIANT1,PHASE1,CLASS1,EXTENT1,MUNOM2,SOIL_CODE2,SOILNAME2,VARIANT2,PHASE2,CLASS2,EXTENT2,MUNOM3,SOIL_CODE3,SOILNAME3,VARIANT3,PHASE3,CLASS3,EXTENT3,SLOPEP1,SLOPEP2,SLOPEP3,TOPO1,TOPO2,TOPO3,STONE1,STONE2,STONE3,EROSION1,EROSION2,EROSION3,SALINITY1,SALINITY2,SALINITY3,SLOPE_LEN1,SLOPE_LEN2,SLOPE_LEN3,LS_MEAN1,LS_MEAN2,LS_MEAN3,C_ERPOLY,C_AGRI,C_SLOPE,C_GEN,C_DRAIN,C_MAN,C_SALT,C_SOIL,C_SURFTEXT,ERCLS1,ERCLS2,ERCLS3,ERPOLY,ERSYMBOL,AGRI_CAP1,AGRI_CAP2,AGRI_CAP3,AGCAP_CLS1,AGCAP_CLS2,AGCAP_CLS3,AGCAP_GRP1,AGCAP_GRP2,AGCAP_GRP3,SOIL_FACT1,LANDSCAPE1,IRRIG_CLA1,GEN_RATIN1,SOIL_FACT2,LANDSCAPE2,IRRIG_CLA2,GEN_RATIN2,SOIL_FACT3,LANDSCAPE3,IRRIG_CLA3,GEN_RATIN3,SPUD_RTNG1,SPUD_RTNG2,SPUD_RTNG3,DRAINAGE1,DRAINAGE2,DRAINAGE3,SURFTEXT1,SURFTEXT2,SURFTEXT3,SURFTEXTM1,SURFTEXTM2,SURFTEXTM3,TEX_GROUP1,TEX_GROUP2,TEX_GROUP3,MANCON1,MANCON2,MANCON3,TOPSOIL1,TOPSOIL2,TOPSOIL3,SAND_GRAV1,SAND_GRAV2,SAND_GRAV3,ROADFILL1,ROADFILL2,ROADFILL3,BASMNT1,BASMNT2,BASMNT3,NO_BASMNT1,NO_BASMNT2,NO_BASMNT3,ROAD_ST1,ROAD_ST2,ROAD_ST3,TRENCHTYP1,TRENCHTYP2,TRENCHTYP3,AREA_TYPE1,AREA_TYPE2,AREA_TYPE3,COVER_MAT1,COVER_MAT2,COVER_MAT3,S_LAGOON1,S_LAGOON2,S_LAGOON3,SEP_FIELD1,SEP_FIELD2,SEP_FIELD3,PLAY_GRND1,PLAY_GRND2,PLAY_GRND3,PICNIC1,PICNIC2,PICNIC3,CAMP_AREA1,CAMP_AREA2,CAMP_AREA3,PATH1,PATH2,PATH3,SHAPE_Length,SHAPE_Area
97959,Rockwood,12,Fisher-Teulon,"1:100,000",2022/11/24 00:00:00+00,Ba,BAMd/xxxx,BAM,"Balmoral, drained",,d,xxxx,50,BAM/xxxx,BAM,Balmoral,,,xxxx,50,,,,,,,0,0.5,0.5,-9.0,x,x,,x,x,,x,x,,x,x,,3.0,3,-,0.32788,0.32788,0.0,21.0,23,21,24,26,31,21,38,22,N,N,N,N,N5-N5,3W,5W,,3,5,,,,,4w,A,4w A,Poor,4w,A,4w A,Poor,,,,,,,,P,P,,CL,CL,,,,,MF,MF,,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6621.93527292632,2833199.38068331
71992,MOSSEY RIVER,R21,Cormorant,"1:125,000",2022/11/24 00:00:00+00,In:6-Ml(P):4,IWO/xx3x,IWO,Inwood,,,xx3x,60,MEBp/xx3x,MEB,"Meleb, peaty",,p,xx3x,40,,,,,,,0,0.5,0.5,-9.0,x,x,,3,3,,x,x,,x,x,,3,3,-,0.32788,0.32788,0.0,21.0,24,21,23,25,20,21,56,22,N,N,N,N,N6-N4,4DP,6W,,4,6,,,,,3dw,Bp,3dw Bp,Fair,4w,Bp,4w Bp,Poor,,,,,,,,I,VP,,SCL,M,,,,,MF,Om,,No Constraints,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6449.39054948193,1723859.98223284
2079,Whitewater,20,Boissevain-Melita,"1:40,000",2022/11/24 00:00:00+00,Ry:5-Hw:5/2d,RYS/2dxx,RYS,Ryerson,,,2dxx,50,HHY/2dxx,HHY,Hathaway,,,2dxx,50,,,,,,,0,7.5,7.5,-9.0,d,d,,x,x,,2,2,,x,x,,2.0,2,,1.82463,1.82463,0.0,25.0,23,23,23,23,24,21,28,22,S,S,N,S,S5-S5,3TE,3TE,,3,3,,Group 1,Group 1,,2kx,Ct2,2kx Ct2,Fair,2kx,Ct2,2kx Ct2,Fair,,,,,4,4.0,,W,W,,L,L,,,,,ME,ME,,T,No Constraints,,Pb,Vb,,Va,Va,,Fa,Fa,,Fa,Fa,,Fa,Fa,,Fa,Fa,,Fs,Fs,,G,G,,Fs,Fs,,Pt,Pt,,Pk,Pk,,Pt,Pt,,Fs,Fs,,Fs,Fs,,Fs,Fs,,2981.66644081558,308942.593264267
39256,Dufferin,D60,"Dufferin, Grey, Roland, Thompson, Stanley","1:20,000",2022/11/24 00:00:00+00,ASS,ASS/xxxx,ASS,Almasippi,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,23,21,22,25,21,21,21,24,N,N,N,N,N10,3MW,,,3,,,Group 2,,,2mw,A,2mw A,Good,,,,,,,,,3,,,I,,,LFS,,,,,,CO,,,C,,,Ps,,,Pa,,,Fw,,,Pw,,,Fw,,,Fw,,,Vks,,,Vk,,,Pq,,,Vk,,,Fhg,,,Fsw,,,Fsw,,,Fsw,,,Fw,,,3135.69224875918,294552.1159727
95993,HARRISON,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,ZZ,$ZZ/xxxx,$ZZ,Water,,,xxxx,100,,,,,,,0,,,,,,,0,-9.0,-9.0,-9.0,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,,,,0.44106001,0.0,0.0,6.0,6,6,6,6,6,6,6,6,,N,N,, 10,$ZZ,,,$ZZ,,,,,,$ZZ,$ZZ,$ZZ,$ZZ,,,,,,,,,,,,$ZZ,,,$ZZ,,,,,,$ZZ,,,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5539.22410367396,650632.536495429
85244,Armstrong,12,Fisher-Teulon,"1:100,000",2022/11/24 00:00:00+00,In,IWO/xx3x,IWO,Inwood,,,xx3x,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,x,,,3,,,x,,,x,,,3,-,-,0.42868,0.0,0.0,21.0,24,21,23,25,20,21,56,22,N,N,N,N,N10,4DP,,,4,,,,,,3dw,Bp,3dw Bp,Fair,,,,,,,,,,,,I,,,SCL,,,,,,MF,,,No Constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11583.13629125,4156235.95200245
58285,Springfield,D88,Springfield,"1:20,000",2022/11/24 00:00:00+00,GUO,GUO/xxxx,GUO,Gunton,,,xxxx,100,,,,,,,0,,,,,,,0,-99.0,-99.0,-99.0,x,,,x,,,x,,,x,,,,,,-99.0,-99.0,-99.0,-99.0,25,-99,24,23,-99,21,18,24,,,,,,5M,,,5,,,Group 3,,,4m,A,4m A,Poor,,,,,,,,,5,,,W,,,LS,,,,,,CO,,,,,,Ps,,,Fax,,,G,,,Fa,,,G,,,G,,,Fsg,,,Gg,,,Fcs,,,Pk,,,Pk,,,Pq,,,Fms,,,Fs,,,G,,,5103.28901647449,429021.518365843
36165,Victoria,D75,Victoria RM,"1:20,000",2022/11/24 00:00:00+00,JIK/xcxx,JIK/xcxx,JIK,Janick,,,xcxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,x,,,x,,,1.0,,,0.45396,0.0,0.0,23.0,22,22,24,23,33,21,33,21,M,N,N,M,M10,2T,,,2,,,Group 1,,,4kx,Bt2,4kx Bt2,Poor,,,,,,,,,5,,,W,,,C,,,,,,F,,,F,,,Ps,,,Va,,,Pa,,,Pa,,,Pa,,,Pa,,,Ps,,,G,,,Ps,,,Ft,,,Vk,,,Fst,,,Fs,,,Fks,,,Fs,,,1008.9388323572,50129.2975874288
71387,MINITONAS,R18,Swan Lake,"1:125,000",2022/11/24 00:00:00+00,LSD7-MNT3,LSD/xbxx,LSD,Lonesand,,,xbxx,70,MNT/xxxx,MNT,Malonton,,,xxxx,30,,,,,,,0,1.0,0.5,-9.0,b,x,,x,x,,x,x,,x,x,,3,3,-,0.42868,0.32788,0.0,21.0,24,21,22,25,21,21,21,24,N,N,N,N,N7-N3,4M,5W,,4,5,,,,,2mw,A,2mw A,Good,4w,A,4w A,Poor,,,,,,,,I,P,,FS,FSL,,,,,CO,MC,,C,CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9993.80951175834,1954305.51989421
24158,Cartier,D14,Winnipeg Region,"1:20,000",2022/11/24 00:00:00+00,Ft,FTE/xxxx,FTE,Fortier,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,22.0,22,21,23,25,33,21,33,22,L,N,N,L,L10,2W,,,2,,,Group 1,,,3kw,Bi,3kw Bi,Fair,,,,,,,,,5,,,I,,,SiC,,,,,,F,,,F,,,Ps,,,Va,,,Pa,,,Paw,,,Pai,,,Pai,,,Psw,,,Fw,,,Ps,,,Vi,,,Vk,,,Psw,,,Psw,,,Pks,,,Ps,,,11660.1241230098,1329145.82168141
4821,Stuartburn,D49,"Ste. Anne, La Broquerie, Part of LGD Stuartburn","1:50,000",2022/11/24 00:00:00+00,PAN4-PPL4-MNT2,PAN/xxxx,PAN,Pansy,,,xxxx,40,PPL/xxxx,PPL,Poppleton,,,xxxx,40,MNT/xxxx,MNT,Malonton,,,xxxx,20,0.5,0.5,0.5,x,x,x,x,x,x,x,x,x,x,x,x,3.0,3,3,0.32788,0.32788,0.32788,21.0,24,21,22,25,21,21,21,24,N,N,N,N,N4-N4-N2,4M,3MW,5W,4,3,5.0,Group 2,Group 2,Group 3,2mw,A,2mw A,Good,2mw,A,2mw A,Good,4w,A,4w A,Poor,3,3.0,5.0,I,I,P,FS,LFS,FSL,,,,CO,CO,MC,C,C,CW,Pbs,Ps,Ps,Pa,Pa,Pa,Fw,Fw,Pw,Pw,Pw,Vhw,Fw,Fw,Phw,Fw,Fw,Pw,Vks,Vks,Vhw,Vk,Vk,Vhk,Pq,Pq,Pqw,Vk,Vk,Vhk,Phg,Phg,Vhg,Fsw,Fsw,Pw,Fsw,Fsw,Pw,Fsw,Fsw,Pw,Ps,Fw,Pw,108018.665751053,53541617.2028703
91185,Park South,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,W,WTV/1f1x,WTV,Waitville,,,1f1x,70,TEK/xc1x,TEK,Tee Lake,,,xc1x,20,SNT/xx1x,SNT,Sinnott,,,xx1x,10,22.5,3.5,0.5,f,c,x,1,1,1,1,x,x,x,x,x,2.0,2,2,10.37256,0.71777999,0.21164,25.0,25,25,24,23,24,21,51,22,S,S,N,S,S7-S2-N1,5T,3X,5W,5,3,5,,,,2kx,Dt2,2kx Dt2,Poor,3w,Bt2,3w Bt2,Fair,4w,A,4w A,Poor,,,,W,I,P,L,L,CL,,,,ME,ME,MF,T,No Constraints,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.65908117715,183727.599536395
91626,BIRTLE,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Nc (m),DRO/xcxx,DRO,Drokan,,,xcxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,x,,,x,,,2.0,-,-,0.71777999,0.0,0.0,21.0,25,22,24,26,31,21,29,22,N,N,N,N,N10,5W,,,5,,,,,,4w,Bt2,4w Bt2,Poor,,,,,,,,,,,,P,,,CL,,,,,,MF,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3303.52914483823,316819.736039696
14018,Gimli,D23,"Matlock, Gimli, Riverton","1:20,000",2022/11/24 00:00:00+00,MEB/xx3x,MEB/xx3x,MEB,Meleb,,,xx3x,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,3,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,25,21,24,26,31,21,62,22,N,N,N,N,N10,5W,,,5,,,Group 3,,,4w,Bp,4w Bp,Poor,,,,,,,,,5,,,P,,,CL,,,,,,MF,,,W,,,Pp,,,Va,,,Pw,,,Vw,,,Pw,,,Pw,,,Vhw,,,Pw,,,Ppw,,,Ph,,,Vh,,,Ppw,,,Pw,,,Ppw,,,Pw,,,2775.85859375948,107983.159418772
102368,Woodlands,12,Fisher-Teulon,"1:100,000",2022/11/24 00:00:00+00,Mh,$MH/xx1x,$MH,Marsh,,,xx1x,100,,,,,,,0,,,,,,,0,0.1,-9.0,-9.0,x,,,1,,,x,,,x,,,3.0,-,-,0.25584,0.0,0.0,21.0,27,21,24,27,13,21,49,22,N,N,N,N,N10,7W,,,7,,,,,,4wx,Di,4wx Di,Poor,,,,,,,,,,,,VP,,,L,,,MU,,,ME,,,Marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189.6532942106,85954.4245883454
54656,South Cypress,D87,South Cypress,"1:20,000",2022/11/24 00:00:00+00,SHX/xhxx,SHX/xhxx,SHX,Shilox,,,xhxx,100,,,,,,,0,,,,,,,0,-99.0,-99.0,-99.0,h,,,x,,,x,,,x,,,,,,-99.0,-99.0,-99.0,-99.0,27,-99,24,22,-99,21,26,24,,,,,,7T,,,7,,,Group 4,,,3m,Dt2,3m Dt2,Poor,,,,,,,,,5,,,R,,,FS,,,,,,CO,,,,,,Vbt,,,Fa,,,Vt,,,Vt,,,Vt,,,Vt,,,Vkt,,,Vkt,,,Vt,,,Vkt,,,Vtg,,,Vt,,,Vt,,,Vt,,,Vt,,,13902.7962637695,-2985915.18975528
1818,Strathcona,D86,Strathcona RM,"1:50,000",2022/11/24 00:00:00+00,BSF/xxxs,BSF/xxxs,BSF,Beresford,,,xxxs,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,s,,,3.0,-,-,0.32788,0.0,0.0,22.0,23,21,23,25,20,22,31,22,L,N,N,L,L10,3N,,,3,,,Group 1,,,3sw,A,3sw A,Fair,,,,,,,,,4,,,I,,,CL,,,,,,MF,,,No Constraints,,,Pn,,,Va,,,Faw,,,Pw,,,Faw,,,Faw,,,Pw,,,Fw,,,Fs,,,Fak,,,Phk,,,Fnw,,,Fnw,,,Fnw,,,Fsw,,,2839.32024375557,290380.299432142
90500,Park South,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,W (m),SNT/xcxx,SNT,Sinnott,,,xcxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,x,,,x,,,2,-,-,0.71777999,0.0,0.0,21.0,25,22,24,26,31,21,29,22,N,N,N,N,N10,5W,,,5,,,,,,4w,Bt2,4w Bt2,Poor,,,,,,,,,,,,P,,,CL,,,,,,MF,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7624.47033377932,704841.078034505
91340,BIRTLE,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Nc,NDL/xc1x,NDL,Newdale,,,xc1x,60,VRC/xbxs,VRC,Varcoe,,,xbxs,20,DRO/xxxx,DRO,Drokan,,,xxxx,20,3.5,1.0,0.5,c,b,x,1,x,x,x,x,x,x,s,x,3.0,3,3,1.11198,0.42868,0.32788,23.0,22,22,22,23,20,22,28,22,H,L,N,M,H6-L2-N2,2T,3N,5W,2,3,5,,,,2kx,Bt2,2kx Bt2,Good,3sw,A,3sw A,Fair,4w,A,4w A,Poor,,,,W,I,P,CL,CL,CL,,,,MF,MF,MF,No Constraints,No Constraints,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8420.27439509081,3104724.61980959
50100,Stanley,18,"Morden, Winkler","1:20,000",2022/11/24 00:00:00+00,Hb,HHF/xxxx,HHF,Hochfeld,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3,,,0.32788,0.0,0.0,23.0,23,21,21,23,20,21,30,23,M,N,N,M,M10,3M,,,3,,,Group 2,,,1,A,1 A,Excellent,,,,,,,,,1,,,W,,,FSL,,,,,,MC,,,No Constraints,,,G,,,Va,,,G,,,Fa,,,Fa,,,Fa,,,Pk,,,Pk,,,G,,,Pk,,,G,,,G,,,G,,,G,,,G,,,8786.97058651773,2207802.25106231
57115,Springfield,D88,Springfield,"1:20,000",2022/11/24 00:00:00+00,RIV,RIV/xxxx,RIV,Red River,,,xxxx,100,,,,,,,0,,,,,,,0,-99.0,-99.0,-99.0,x,,,x,,,x,,,x,,,,,,-99.0,-99.0,-99.0,-99.0,22,-99,24,25,-99,21,33,21,,,,,,2W,,,2,,,Group 1,,,4kx,A,4kx A,Poor,,,,,,,,,5,,,I,,,C,,,,,,F,,,,,,Ps,,,Va,,,Pal,,,Paw,,,Pa,,,Pa,,,Psw,,,Fw,,,Ps,,,G,,,Vk,,,Pks,,,Psw,,,Pks,,,Ps,,,1332.99146870402,108424.966004039
78244,ALONSA,16,Grahamdale,"1:126,720",2022/11/24 00:00:00+00,Fd:7-In:3,FFD/xc3x,FFD,Fairford,,,xc3x,70,IWO/xx3x,IWO,Inwood,,,xx3x,30,,,,,,,0,3.5,1.0,-9.0,c,x,,3,3,,x,x,,x,x,,2,3,-,0.71777999,0.42868,0.0,21.0,24,22,23,23,20,21,56,22,N,N,N,N,N7-N3,4DP,4DP,,4,4,,,,,3d,Bt2p,3d Bt2p,Fair,3dw,Bp,3dw Bp,Fair,,,,,,,,W,I,,L,SCL,,,,,ME,MF,,No Constraints,No Constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.59615059652,152471.81569059
4917,Stuartburn,D49,"Ste. Anne, La Broquerie, Part of LGD Stuartburn","1:50,000",2022/11/24 00:00:00+00,WOG,WOG/xxxx,WOG,Woodridge,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,25,21,24,22,21,21,18,24,N,N,N,N,N10,5M,,,5,,,Group 3,,,4m,A,4m A,Poor,,,,,,,,,5,,,R,,,LS,,,,,,CO,,,C,,,Pcs,,,G,,,G,,,G,,,G,,,G,,,Vks,,,Vkg,,,Vcs,,,Vck,,,Gg,,,Pq,,,Fms,,,Fs,,,G,,,2233.60252248865,155946.711721918
40615,Cameron,20,Boissevain-Melita,"1:20,000",2022/11/24 00:00:00+00,Lr,LUD/xxxx,LUD,Lauder,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,23,21,22,25,21,21,21,24,N,N,N,N,N10,3MW,,,3,,,Group 2,,,2mw,A,2mw A,Good,,,,,,,,,3,,,I,,,LFS,,,,,,CO,,,C,,,Ps,,,Pa,,,Fw,,,Pw,,,Fw,,,Fw,,,Vks,,,Vk,,,Pq,,,Vk,,,Fhg,,,Fsw,,,Fsw,,,Fsw,,,Fw,,,2402.62638463166,204360.958412418
5961,Louise,D83,Louise,"1:50,000",2022/11/24 00:00:00+00,LEI5-BKR5,LEI/xxxx,LEI,Levine,,,xxxx,50,BKR/xxxx,BKR,Basker,,,xxxx,50,,,,,,,0,0.5,0.5,-9.0,x,x,,x,x,,x,x,,x,x,,3.0,3,,0.32788,0.32788,0.0,21.0,23,21,23,25,20,21,22,22,L,N,N,N,L5-N5,3I,5IW,,3,5,,Group 1,Group 3,,3w,Bi,3w Bi,Fair,4w,Ci,4w Ci,Poor,,,,,3,5.0,,I,P,,CL,SiCL,,,,,MF,MF,,No Constraints,W,,Fis,Pi,,Va,Va,,Faw,Pw,,Piw,Viw,,Pi,Vi,,Pi,Vi,,Piw,Viw,,Pi,Viw,,Fs,Pw,,Pi,Vi,,Phi,Vhi,,Fiw,Viw,,Fsw,Piw,,Pi,Viw,,Fsw,Piw,,16783.0548664632,3170246.18529505
50401,Rhineland,D76,Rhineland,"1:20,000",2022/11/24 00:00:00+00,GDH,GDH/xxxx,GDH,Gnadenthal,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3,,,0.32788,0.0,0.0,22.0,21,21,22,25,20,21,31,22,L,N,N,L,L10,1,,,1,,,Group 1,,,2w,A,2w A,Good,,,,,,,,,3,,,I,,,SCL,,,,,,MF,,,No Constraints,,,G,,,Va,,,Faw,,,Pw,,,Faw,,,Faw,,,Pw,,,Fw,,,G,,,Fak,,,Ph,,,Fw,,,Fw,,,Fw,,,Fw,,,6730.38753105533,1299927.67216041
111051,Reynolds,14,South Eastern,"1:126,720",2022/11/24 00:00:00+00,S-L,SDI/xcxx,SDI,Sandilands,,,xcxx,50,LSD/xxxx,LSD,Lonesand,,,xxxx,50,,,,,,,0,3.5,1.0,-9.0,c,x,,x,x,,x,x,,x,x,,2,3,-,0.71777999,0.42868,0.0,21.0,25,22,23,22,21,21,21,24,N,N,N,N,N5-N5,5M,4M,,5,4,,,,,3m,Bt2,3m Bt2,Fair,2mw,A,2mw A,Good,,,,,,,,R,I,,FS,FS,,,,,CO,CO,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6729.39405631121,1555772.01202084
103426,MINIOTA,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Nm,JAY/xb1x,JAY,Jaymar,,,xb1x,50,NDL/xc1x,NDL,Newdale,,,xc1x,40,VFF/xxxx,VFF,Vodroff,,,xxxx,10,1.0,3.5,0.5,b,c,x,1,1,x,x,x,x,x,x,x,2.0,2,2,0.27671,0.71777999,0.21164,22.0,23,21,22,23,20,21,27,22,N,M,N,L,N5-M4-N1,3M,2T,5W,3,2,5,,,,2m,A,2m A,Good,2kx,Bt2,2kx Bt2,Good,4w,A,4w A,Poor,,,,W,W,P,SCL,CL,CL,,,,MF,MF,MF,No Constraints,No Constraints,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.74135307228,27967.4662941142
29266,North Norfolk,D80,North Norfolk,"1:20,000",2022/11/24 00:00:00+00,DOB6-SEE4/xcxx-xxxx,DOB/xcxx,DOB,Dobbin,,,xcxx,60,SEE/xxxx,SEE,Sewell,,,xxxx,40,,,,,,,0,3.5,0.5,-9.0,c,x,,x,x,,x,x,,x,x,,2.0,2,,0.71777999,0.21164,0.0,21.0,24,22,22,23,21,21,21,24,L,N,N,N,L6-N4,4M,5W,,4,5,,Group 2,Group 3,,2m,Bt2,2m Bt2,Good,4w,A,4w A,Poor,,,,,2,5.0,,W,P,,LFS,LFS,,,,,CO,CO,,C,CW,,Ps,Ps,,Pa,Pa,,G,Pw,,G,Vhw,,G,Phw,,G,Pw,,Vks,Vwg,,Vk,Vhk,,Pq,Pqw,,Vkg,Vkg,,Gg,Vhg,,Fst,Pw,,Fms,Pw,,Fs,Pw,,Ps,Pw,,5836.57125957522,648211.67862895
89350,SILVER CREEK,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Nc,NDL/xbxx,NDL,Newdale,,,xbxx,60,VRC/xbxs,VRC,Varcoe,,,xbxs,20,DRO/xxxx,DRO,Drokan,,,xxxx,20,1.0,1.0,0.5,b,b,x,x,x,x,x,x,x,x,s,x,2,2,2,0.27671,0.27671,0.21164,21.0,22,21,22,23,20,22,28,22,L,L,N,N,L6-L2-N2,2X,3N,5W,2,3,5,,,,2kx,A,2kx A,Good,3sw,A,3sw A,Fair,4w,A,4w A,Poor,,,,W,I,P,CL,CL,CL,,,,MF,MF,MF,No Constraints,No Constraints,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3225.59524148184,352590.107636579
99095,ELLICE,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,As (p),BKR/xcxx,BKR,Basker,,,xcxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,x,,,x,,,2.0,-,-,0.71777999,0.0,0.0,21.0,25,22,24,26,31,21,60,22,N,N,N,N,N10,5IW,,,5,,,,,,4w,Ci,4w Ci,Poor,,,,,,,,,,,,P,,,SiCL,,,,,,MF,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9514.74549979589,816286.877524393
